TRUE	Phoenicurus ochruros
TRUE	Motacilla alba
TRUE	Carduelis carduelis
TRUE	Apus apus
FALSE	Corvus cornix
FALSE	Phasianus colchicus
FALSE	Columba livia
TRUE	Passer domesticus
FALSE	Strix aluco
FALSE	Tyto alba
FALSE	Cuculus canorus
FALSE	Dryocopus martius
TRUE	Parus major
FALSE	Athene noctua
FALSE	Coccothraustes coccothraustes
FALSE	Grus grus
TRUE	Milvus milvus
TRUE	Phalacrocorax carbo
TRUE	Chloris chloris
TRUE	Corvus frugilegus
FALSE	Fulica atra
FALSE	Mareca strepera
FALSE	Muscicapa striata
TRUE	Passer montanus
FALSE	Scolopax rusticola
TRUE	Accipiter nisus
TRUE	Aegithalos caudatus
FALSE	Asio otus
FALSE	Branta canadensis
FALSE	Bucephala clangula
FALSE	Coturnix coturnix
TRUE	Dendrocopos major
TRUE	Erithacus rubecula
TRUE	Falco tinnunculus
FALSE	Gallinula chloropus
FALSE	Hydroprogne caspia
FALSE	Ixobrychus minutus
TRUE	Lophophanes cristatus
TRUE	Milvus migrans
TRUE	Motacilla cinerea
FALSE	Numenius arquata
FALSE	Passer italiae
TRUE	Pica pica
FALSE	Pyrrhocorax pyrrhocorax
TRUE	Regulus ignicapilla
TRUE	Serinus serinus
TRUE	Turdus philomelos
FALSE	Turdus pilaris
TRUE	Turdus viscivorus
