TRUE	Carduelis carduelis
TRUE	Phoenicurus ochruros
TRUE	Passer domesticus
TRUE	Apus apus
TRUE	Turdus merula
TRUE	Cyanistes caeruleus
TRUE	Motacilla alba
FALSE	Corvus cornix
FALSE	Grus grus
TRUE	Motacilla cinerea
TRUE	Sitta europaea
TRUE	Chloris chloris
TRUE	Coccothraustes coccothraustes
FALSE	Strix aluco
FALSE	Anthus trivialis
TRUE	Dendrocopos major
FALSE	Locustella luscinioides
TRUE	Lophophanes cristatus
TRUE	Corvus corone
FALSE	Gallinula chloropus
FALSE	Columba livia
TRUE	Erithacus rubecula
TRUE	Parus major
FALSE	Scolopax rusticola
FALSE	Spatula clypeata
FALSE	Tringa nebularia
FALSE	Haematopus ostralegus
FALSE	Perdix perdix
FALSE	Phasianus colchicus
FALSE	Anas crecca
FALSE	Anthus pratensis
FALSE	Asio otus
FALSE	Bombycilla garrulus
TRUE	Certhia brachydactyla
FALSE	Charadrius hiaticula
FALSE	Chroicocephalus ridibundus
FALSE	Loxia curvirostra
FALSE	Lullula arborea
FALSE	Luscinia svecica
FALSE	Petronia petronia
TRUE	Pyrrhula pyrrhula
FALSE	Saxicola rubicola
TRUE	Spinus spinus
FALSE	Tringa ochropus
TRUE	Turdus philomelos
TRUE	Turdus viscivorus
TRUE	Ardea cinerea
TRUE	Buteo buteo
TRUE	Certhia familiaris
TRUE	Corvus corax
TRUE	Delichon urbicum
FALSE	Emberiza cia
FALSE	Emberiza cirlus
FALSE	Ficedula hypoleuca
FALSE	Fulica atra
TRUE	Hirundo rustica
FALSE	Ixobrychus minutus
FALSE	Larus michahellis
FALSE	Mareca strepera
FALSE	Merops apiaster
FALSE	Muscicapa striata
FALSE	Panurus biarmicus
FALSE	Pluvialis squatarola
FALSE	Remiz pendulinus
TRUE	Troglodytes troglodytes
FALSE	Tyto alba
