FALSE	Podiceps grisegena
TRUE	Turdus merula
TRUE	Aegithalos caudatus
TRUE	Carduelis carduelis
TRUE	Sylvia atricapilla
TRUE	Motacilla cinerea
FALSE	Tadorna tadorna
FALSE	Mareca strepera
FALSE	Ixobrychus minutus
TRUE	Chloris chloris
TRUE	Motacilla alba
FALSE	Lullula arborea
FALSE	Nycticorax nycticorax
TRUE	Delichon urbicum
TRUE	Anas platyrhynchos
TRUE	Alcedo atthis
FALSE	Hydroprogne caspia
FALSE	Locustella luscinioides
FALSE	Tringa ochropus
FALSE	Tyto alba
FALSE	Coccothraustes coccothraustes
FALSE	Muscicapa striata
FALSE	Anas crecca
TRUE	Apus apus
TRUE	Phalacrocorax carbo
TRUE	Phoenicurus ochruros
TRUE	Picus viridis
FALSE	Tringa nebularia
TRUE	Turdus viscivorus
FALSE	Recurvirostra avosetta
FALSE	Pluvialis squatarola
FALSE	Remiz pendulinus
FALSE	Corvus cornix
TRUE	Gallinula chloropus
FALSE	Panurus biarmicus
FALSE	Asio flammeus
FALSE	Coturnix coturnix
FALSE	Emberiza calandra
FALSE	Gavia stellata
FALSE	Merops apiaster
FALSE	Numenius phaeopus
FALSE	Oenanthe oenanthe
TRUE	Parus major
TRUE	Pica pica
FALSE	Bombycilla garrulus
FALSE	Curruca curruca
TRUE	Erithacus rubecula
TRUE	Mergus merganser
FALSE	Numenius arquata
FALSE	Turdus iliacus
TRUE	Alopochen aegyptiaca
TRUE	Apus melba
TRUE	Ardea cinerea
FALSE	Arenaria interpres
FALSE	Asio otus
FALSE	Branta canadensis
FALSE	Bucephala clangula
TRUE	Buteo buteo
TRUE	Certhia brachydactyla
TRUE	Columba palumbus
TRUE	Cyanistes caeruleus
FALSE	Falco columbarius
TRUE	Pyrrhula pyrrhula
TRUE	Regulus ignicapilla
TRUE	Regulus regulus
FALSE	Saxicola rubicola
TRUE	Sturnus vulgaris
FALSE	Tringa erythropus
