TRUE	Lanius collurio
TRUE	Aegithalos caudatus
TRUE	Turdus merula
TRUE	Parus major
TRUE	Certhia brachydactyla
FALSE	Ciconia Ciconia
FALSE	Nucifraga caryocatactes
TRUE	Apus apus
TRUE	Picus viridis
FALSE	Tyto alba
TRUE	Alcedo atthis
TRUE	Buteo buteo
FALSE	Corvus cornix
FALSE	Jynx torquilla
FALSE	Pluvialis squatarola
TRUE	Poecile palustris
FALSE	Scolopax rusticola
FALSE	Curruca curruca
FALSE	Lullula arborea
TRUE	Strix aluco
TRUE	Dendrocopos major
FALSE	Muscicapa striata
FALSE	Turdus iliacus
FALSE	Anthus trivialis
FALSE	Bombycilla garrulus
FALSE	Charadrius dubius
FALSE	Charadrius hiaticula
FALSE	Cisticola juncidis
TRUE	Cyanistes caeruleus
TRUE	Fulica atra
TRUE	Motacilla cinerea
FALSE	Perdix perdix
TRUE	Serinus serinus
FALSE	Spatula clypeata
FALSE	Actitis hypoleucos
TRUE	Anas platyrhynchos
TRUE	Ardea cinerea
TRUE	Coccothraustes coccothraustes
TRUE	Cygnus olor
FALSE	Emberiza calandra
FALSE	Falco columbarius
FALSE	Galerida cristata
FALSE	Phoenicurus phoenicurus
FALSE	Pluvialis apricaria
FALSE	Remiz pendulinus
FALSE	Sternula albifrons
TRUE	Sylvia atricapilla
FALSE	Tringa nebularia
FALSE	Tringa ochropus
FALSE	Tringa totanus
TRUE	Turdus philomelos
FALSE	Turdus torquatus
