TRUE	Apus apus
TRUE	Motacilla cinerea
TRUE	Delichon urbicum
TRUE	Turdus merula
TRUE	Phoenicurus ochruros
FALSE	Ixobrychus minutus
FALSE	Tyto alba
FALSE	Ciconia ciconia
FALSE	Merops apiaster
TRUE	Columba palumbus
TRUE	Passer domesticus
TRUE	Certhia brachydactyla
TRUE	Parus major
TRUE	Picus viridis
FALSE	Scolopax rusticola
TRUE	Aegithalos caudatus
FALSE	Corvus cornix
FALSE	Remiz pendulinus
TRUE	Serinus serinus
TRUE	Strix aluco
FALSE	Upupa epops
TRUE	Falco tinnunculus
TRUE	Passer montanus
FALSE	Streptopelia turtur
TRUE	Ardea cinerea
FALSE	Athene noctua
TRUE	Dendrocoptes medius
TRUE	Milvus milvus
TRUE	Erithacus rubecula
FALSE	Phasianus colchicus
FALSE	Grus grus
FALSE	Hippolais polyglotta
FALSE	Ichthyaetus melanocephalus
TRUE	Lophophanes cristatus
FALSE	Lullula arborea
FALSE	Nucifraga caryocatactes
FALSE	Numenius phaeopus
FALSE	Nycticorax nycticorax
FALSE	Passer italiae
FALSE	Sternula albifrons
TRUE	Streptopelia decaocto
FALSE	Tadorna tadorna
TRUE	Troglodytes troglodytes
