TRUE	Apus apus
TRUE	Turdus merula
TRUE	Phoenicurus ochruros
TRUE	Carduelis carduelis
TRUE	Motacilla cinerea
TRUE	Turdus viscivorus
TRUE	Passer montanus
TRUE	Columba palumbus
TRUE	Passer domesticus
FALSE	Ciconia ciconia
FALSE	Spatula clypeata
TRUE	Delichon urbicum
TRUE	Falco tinnunculus
TRUE	Milvus milvus
TRUE	Sturnus vulgaris
TRUE	Muscicapa striata
FALSE	Ixobrychus minutus
TRUE	Picus viridis
FALSE	Columba livia
TRUE	Erithacus rubecula
TRUE	Parus major
FALSE	Tyto alba
FALSE	Merops apiaster
TRUE	Alcedo atthis
FALSE	Scolopax rusticola
TRUE	Strix aluco
TRUE	Coccothraustes coccothraustes
TRUE	Sylvia atricapilla
FALSE	Corvus cornix
TRUE	Ardea cinerea
TRUE	Aegithalos caudatus
TRUE	Certhia brachydactyla
TRUE	Dendrocopos major
TRUE	Gallinula chloropus
FALSE	Passer italiae
FALSE	Riparia riparia
TRUE	Turdus philomelos
FALSE	Upupa epops
TRUE	Anthus pratensis
TRUE	Chloris chloris
TRUE	Corvus corone
TRUE	Fulica atra
FALSE	Jynx torquilla
FALSE	Larus michahellis
FALSE	Panurus biarmicus
FALSE	Perdix perdix
TRUE	Alopochen aegyptiaca
FALSE	Anas acuta
TRUE	Certhia familiaris
TRUE	Cuculus canorus
FALSE	Columba oenas
TRUE	Cyanistes caeruleus
TRUE	Fringilla coelebs
FALSE	Grus grus
FALSE	Ichthyaetus melanocephalus
FALSE	Lullula arborea
TRUE	Luscinia megarhynchos
FALSE	Nycticorax nycticorax
FALSE	Petronia petronia
FALSE	Phasianus colchicus
TRUE	Regulus ignicapilla
FALSE	Remiz pendulinus
FALSE	Sternula albifrons
TRUE	Troglodytes troglodytes
FALSE	Turdus iliacus
