TRUE	Muscicapa striata
TRUE	Carduelis carduelis
TRUE	Turdus merula
TRUE	Apus apus
TRUE	Sturnus vulgaris
TRUE	Motacilla cinerea
TRUE	Certhia brachydactyla
TRUE	Cyanistes caeruleus
TRUE	Columba palumbus
TRUE	Phoenicurus ochruros
TRUE	Troglodytes troglodytes
TRUE	Serinus serinus
FALSE	Phasianus colchicus
TRUE	Aegithalos caudatus
TRUE	Phylloscopus collybita
TRUE	Picus viridis
TRUE	Chloris chloris
TRUE	Coccothraustes coccothraustes
TRUE	Sylvia atricapilla
FALSE	Corvus cornix
TRUE	Poecile palustris
TRUE	Alcedo atthis
TRUE	Strix aluco
TRUE	Dendrocopos major
TRUE	Dryocopus martius
FALSE	Scolopax rusticola
TRUE	Erithacus rubecula
TRUE	Hippolais icterina
TRUE	Cuculus canorus
TRUE	Delichon urbicum
FALSE	Remiz pendulinus
TRUE	Fringilla coelebs
FALSE	Saxicola rubicola
TRUE	Sitta europaea
TRUE	Turdus philomelos
TRUE	Parus major
TRUE	Regulus ignicapilla
TRUE	Ardea cinerea
FALSE	Chlidonias hybrida
TRUE	Dendrocoptes medius
TRUE	Buteo buteo
TRUE	Certhia familiaris
FALSE	Emberiza cia
FALSE	Lullula arborea
FALSE	Merops apiaster
TRUE	Regulus regulus
TRUE	Turdus viscivorus
FALSE	Emberiza cirlus
TRUE	Passer domesticus
FALSE	Tringa ochropus
FALSE	Turdus iliacus
TRUE	Alopochen aegyptiaca
FALSE	Grus grus
TRUE	Milvus milvus
FALSE	Oriolus oriolus
FALSE	Anthus trivialis
FALSE	Athene noctua
FALSE	Bombycilla garrulus
TRUE	Corvus corone
TRUE	Falco tinnunculus
FALSE	Phoenicurus phoenicurus
TRUE	Sylvia borin
FALSE	Tyto alba
FALSE	Anas acuta
TRUE	Anas platyrhynchos
FALSE	Asio otus
FALSE	Chroicocephalus ridibundus
FALSE	Gavia stellata
FALSE	Lanius excubitor
FALSE	Locustella luscinioides
TRUE	Lophophanes cristatus
FALSE	Mareca penelope
TRUE	Mergus merganser
TRUE	Motacilla alba
FALSE	Numenius phaeopus
TRUE	Passer montanus
FALSE	Pernis apivorus
FALSE	Phylloscopus bonelli
FALSE	Pluvialis squatarola
FALSE	Spatula clypeata
FALSE	Streptopelia turtur
FALSE	Tringa nebularia
FALSE	Upupa epops
