TRUE	Sylvia atricapilla
TRUE	Aegithalos caudatus
TRUE	Turdus merula
TRUE	Fringilla coelebs
TRUE	Certhia brachydactyla
TRUE	Troglodytes troglodytes
TRUE	Picus viridis
TRUE	Phylloscopus collybita
TRUE	Regulus ignicapilla
TRUE	Columba palumbus
TRUE	Ardea cinerea
FALSE	Coccothraustes coccothraustes
FALSE	Charadrius hiaticula
TRUE	Erithacus rubecula
TRUE	Parus major
TRUE	Poecile palustris
FALSE	Tringa ochropus
TRUE	Muscicapa striata
FALSE	Corvus cornix
TRUE	Dendrocoptes medius
TRUE	Pyrrhula pyrrhula
FALSE	Rallus aquaticus
FALSE	Luscinia megarhynchos
TRUE	Alcedo atthis
TRUE	Dendrocopos major
TRUE	Oriolus oriolus
TRUE	Strix aluco
TRUE	Turdus viscivorus
FALSE	Tyto alba
TRUE	Apus apus
FALSE	Dryocopus martius
TRUE	Mergus merganser
TRUE	Motacilla cinerea
FALSE	Turdus iliacus
FALSE	Pluvialis squatarola
FALSE	Tringa nebularia
TRUE	Turdus philomelos
FALSE	Anthus trivialis
TRUE	Asio otus
TRUE	Carduelis carduelis
FALSE	Corvus frugilegus
TRUE	Falco tinnunculus
TRUE	Garrulus glandarius
FALSE	Gavia stellata
FALSE	Actitis hypoleucos
TRUE	Buteo buteo
TRUE	Corvus corone
FALSE	Curruca melanocephala
TRUE	Cyanistes caeruleus
TRUE	Cygnus olor
TRUE	Dryobates minor
FALSE	Emberiza cirlus
TRUE	Fulica atra
FALSE	Larus canus
TRUE	Lophophanes cristatus
FALSE	Mareca strepera
FALSE	Oenanthe oenanthe
FALSE	Panurus biarmicus
TRUE	Periparus ater
FALSE	Phylloscopus sibilatrix
TRUE	Sitta europaea
FALSE	Sylvia borin
TRUE	Tachybaptus ruficollis
FALSE	Tringa erythropus
